Light Blue,Thunder Shell,Green,Calm,Striped Outer Shirt,Medical Mask,Wreath,Cookie Cup
Light Grey,Winged Shell,Green,Wink,Rivet Jacket,Star Shaped Glasses,Bird's Nest,Striped Latte Cup
Purple Grey,Mushroom Shell,Green,Obsessed,Tee with Bear,Medical Mask,Wreath,High Glass
Steel Blue,Digital Shell,Green,Obsessed,Jacket,Medical Mask,Bird's Nest,Purple Mug
Light Green,Fire Shell,Green,Calm,Fur Coat,Smiley Mask,Wreath,Cyberpunk Cup
Lavender,Digital Shell,Green,Calm,Green Suit,Smiley Mask,Wreath,Snow Top Coffee
Purple Grey,Basic Shell Blue,Green,Kawaii,Flower Casual Shirt,Black Sunglasses,none,Horn Cup
Purple Grey,Polygon Armor Shell,Green,Naughty,Grey Short Sleeve Shirt,Smiley Mask,Wreath,Blue Mug
Light Grey,Polygon Armor Shell,Green,Obsessed,Skull Brand Tee A,Medical Mask,Bird's Nest,Takeaway Cup
Lavender,Parallel Bars Shell,Green,Kawaii,Grey Tee,Band Aid,Wreath,Cyberpunk Cup
Lavender,Basic Shell Yellow,Green,Naughty,Leaf Casual Shirt,Black Sunglasses,none,Crema Latte Cup
Purple Grey,Basic Shell Pink,Green,Wink,Flame Tee,Gold Round Frame Glasses,Bird's Nest,Snow Top Coffee
Wheat,Iced Shell,Green,Obsessed,Racing Suit,Lipstick Print,Wreath,Crema Latte Cup
Light Sea,Iced Shell,Green,Relaxed,Animal Emoji Sweater,Brown Sunglasses,none,Cyberpunk Cup
Steel Blue,Triangle Armor Shell,Green,Kawaii,Turtleneck Sweater,Gold Round Frame Glasses,Wreath,Iced Coffee Takeaway
Steel Blue,Basic Shell Green,Green,Charming,Vintage Suit,Smiley Mask,Bird's Nest,Takeaway Cup
Light Blue,Digital Shell,Green,Kawaii,Red Patterned Sweater,Gold Round Frame Glasses,Wreath,Striped Latte Cup
Steel Blue,Polygon Armor Shell,Green,Kawaii,Vintage Suit,Star Shaped Glasses,none,Cookie Cup
Wheat,Globe Shell,Green,Obsessed,Cactus Tee,Heart Shaped Glasses,none,Iced Coffee Takeaway
Purple Grey,Wok Shell,Green,Charming,Comet Brand Tee,Gold Round Frame Glasses,Wreath,High Glass
Lavender,Lego Shell,Green,Obsessed,Priest Outfit,Lipstick Print,Bird's Nest,Blue Label Takeaway
Wheat,Fossil Vivet Shell,Green,Naughty,Overalls,Smiley Mask,Bird's Nest,Green Label Takeaway
Burly Wood,Explorer Shell,Green,Charming,Prom Dress Black&Red,Brown Sunglasses,none,Crema Latte Cup
Light Green,Scale Armor Shell,Green,Calm,Striped Square Tee,Band Aid,Wreath,Transparent Latte Cup
Steel Blue,Cyberpunk Shell,Green,Naughty,Grey Short Sleeve Shirt,Heart Shaped Glasses,Wreath,Thermos Cup
Wheat,Steel Vivet Shell,Green,Relaxed,Film Photo Tee,N95 Mask,none,Blue Label Takeaway
Lavender,Basic Shell Grey,Green,Kawaii,Football Jersey,none,Wreath,High Glass
Burly Wood,Basic Shell Green,Green,Wink,Red Hoodie,none,none,Blue Label Takeaway
Burly Wood,Polygon Armor Shell,Green,Wink,Comet Brand Tee,Black Sunglasses,Wreath,Green Label Takeaway
Lavender,Factory Shell,Green,Wink,Crema Sweater Landscape,Smiley Mask,none,Blue Mug
Lavender,Mushroom Shell,Green,Naughty,Pink Shirt with Pockets,Lipstick Print,none,Striped Latte Cup
Purple Grey,Scale Armor Shell,Green,Kawaii,Striped Block Tee,Star Shaped Glasses,none,Blue Label Takeaway
