Burly Wood,Fossil Vivet Shell,Green,Calm,Turtleneck Sweater,Band Aid,Slicked Back,Horn Cup
Light Blue,Basic Shell Blue,Green,Wink,Khaki Outer Shirt,N95 Mask,Short Spiky Silver,Takeaway Cup
Light Sea,Triangle Armor Shell,Green,Calm,Ripped Tee,N95 Mask,Reggae,Crema Latte Cup
Light Grey,Basic Shell Pink,Green,Kawaii,Khaki Outer Shirt,Single-eye Gauze,Slicked Back,Thermos Cup
Light Sea,Basic Shell Green,Green,Wink,LOL Tee,None,Headphone,Takeaway Cup
Lavender,Basic Shell Pink,Green,Wink,Film Photo Tee,none,Short Spiky Silver,Iced Coffee Takeaway
Light Green,Basic Shell Blue,Green,Wink,Striped Square Tee,Lipstick Print,Side Parting,Blue Label Takeaway
Light Blue,Basic Shell Green,Green,Wink,Red Patterned Sweater,Single-eye Gauze,Punk,Striped Latte Cup
Light Blue,Basic Shell Pink,Green,Naughty,Red Hoodie,Lipstick Print,Three Hairs,Wooden Cup
Lavender,Basic Shell Pink,Green,Obsessed,Grey Palette Sweater,Smiley Mask,Snape,High Glass
Light Blue,Polygon Armor Shell,Green,Wink,Grey Short Sleeve Shirt,None,Short Spiky Silver,Wooden Cup
Purple Grey,Fossil Vivet Shell,Green,Charming,Overalls,none,Punk,High Glass
Light Blue,Basic Shell Yellow,Green,Obsessed,Chess Board Tee,Lipstick Print,Slicked Back,Blue Mug
Light Blue,Basic Shell Grey,Green,Naughty,Zodiac Tee,Single-eye Gauze,none,Odd Shape Cup
Purple Grey,Basic Shell Blue,Green,Relaxed,Tee with Bear,Smiley Mask,none,Crema Latte Cup
Burly Wood,Scale Armor Shell,Green,Wink,Tee with Smiley,None,Buzzcut,Transparent Latte Cup
Purple Grey,Basic Shell Grey,Green,Kawaii,Sailor Suit,None,Three Hairs,Striped Latte Cup
Lavender,Fossil Vivet Shell,Green,Obsessed,Turtleneck Hoodie,Single-eye Gauze,Headphone,Green Mug
Steel Blue,Polygon Armor Shell,Green,Charming,Striped Square Tee,Medical Mask,Short Spiky Red,Cyberpunk Cup
Light Green,Basic Shell Grey,Green,Obsessed,Green Sweater,none,Buzzcut,Round Glass
Purple Grey,Sawtooth Armor Shell,Green,Kawaii,Flame Tee,Single-eye Gauze,Beret,Horn Cup
Light Sea,Scale Armor Shell,Green,Kawaii,Chequered Shirt,none,Baseball Cap,Cookie Cup
